example_id,customer_message,predicted_intent,retrieved_grounding_examples,drafted_reply,historical_spotify_reply,my_acceptable_reply_note,my_disagree_with_reply_note
E108,@115888 like fr I need to be able to block certain artists cause on the release radar this came up and I don’t know what I did to deserve this disgusting music on my release radar https://t.co/QlqvHRXupI,Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.75, ""customer_message"": ""@115888 why can't I block explicit songs??"", ""spotify_reply"": ""@563001 Hi! It's not possible right now. To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SY9KZE /PB""}, {""rank"": 2, ""similarity"": 0.647, ""customer_message"": ""@SpotifyCares  is there a way to block explicit songs from random playlists. I can’t listen to these at work."", ""spotify_reply"": ""@682735 Hey there, we hear you! To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SY9KZE /KL""}, {""rank"": 3, ""similarity"": 0.528, ""customer_message"": ""I wish there was a @115888 or @129941 filter so I could exclude any abusers from my otherwise lit station."", ""spotify_reply"": ""@316324 Hey Shady, we can see how that’d be useful! You can vote for the official idea here: https://t.co/hlXvRg5Zog /TF""}]","We hear you! While it's not possible to block artists right now, we recommend showing your support for this idea on our community site here: https://t.co/CdI1SY9KZE. This helps our team track interest in new features. /SC","@719872 Hey there! It's currently not possible to ban artists, but we'll let the team know it's a feature you'd like to see. Your Release Radar becomes more personalized the more you use Spotify. Carry on listening to the songs you love, and hopefully you'll see a new batch on Friday /KT",Acknowledge the request to block artists and explain the current limitation and personalization behavior.,nan
E109,wHERE IS REPUTATION ON SPOTIFY I SWEAR IF TAYLOR MAKES ME BUY THAT ALBUM,Content Availability & Licensing,"[{""rank"": 1, ""similarity"": 0.684, ""customer_message"": ""@115888 where is 'Reputation'?! https://t.co/fc04Wpbakl\n\n@SpotifyCares I already have heard them.. I want to listen to the album\n\n@SpotifyCares I hope so"", ""spotify_reply"": ""@665442 Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /DF\n\n@665442 Fingers crossed we'll be able to have it soon! Don't worry, we'll pass your feedback on to the team /KM\n\n@665442 We'll do our best to have it available to you and other listeners. If there's anything else, just let us know! /KM""}, {""rank"": 2, ""similarity"": 0.629, ""customer_message"": ""@SpotifyCares when will #reputation be available on spotify?"", ""spotify_reply"": ""@751328 Hey! We’ll have it available to you as soon as it’s available to us! For now, check out the singles: https://t.co/3h0TnPWP0c /BD""}, {""rank"": 3, ""similarity"": 0.484, ""customer_message"": ""@SpotifyCares why are there random songs on my spotify account that cant be played? ive played them a bunch of times before"", ""spotify_reply"": ""@594799 Hi! Are you getting an error message? Sending us your device's make/model and the versions of its OS and the app would be great too /CX""}]","Hey! We’ll have it available to you as soon as it’s available to us. For now, you can check out the singles here: https://t.co/3h0TnPWP0c. We'll pass your feedback on to the team! /SC","@734165 Hey there! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /GS",Explain why Reputation is not available and provide current content information.,nan
E110,@115888 c'mon where is perfect velvet,Content Availability & Licensing,"[{""rank"": 1, ""similarity"": 0.769, ""customer_message"": ""@115888 where is perfect velvet\n\n@SpotifyCares u see @15672 they are waiting for u"", ""spotify_reply"": ""@738041 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /JT""}, {""rank"": 2, ""similarity"": 0.506, ""customer_message"": ""\""Colors\"" by @3270 why are you not on @115888 ?😕\n-concerned fan"", ""spotify_reply"": ""@258471 Hi Magali! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /DV""}, {""rank"": 3, ""similarity"": 0.484, ""customer_message"": ""3\n@115888 Hello, I really hope u guys put \""Mic Drop Remix\"" by @133324, @134388 &amp; @4985 in one of most popular playlists"", ""spotify_reply"": ""@772945 Hey there! Thanks for the feedback. Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /NQ""}]","Hey there! Fingers crossed we'll be able to have it soon, but you can find more info about how content becomes available on Spotify here: https://t.co/0i8GpimuDa /SC","@738036 Hey! Don't worry, we’ll have it available to you as soon as it’s available to us. We have more info about Spotify content at https://t.co/0i8GpimuDa. Let us know if you need more help /NY",Explain that the requested album will become available when Spotify has the rights/content.,nan
E111,"@SpotifyCares i want to cancel my premium but don't know what email i used, i know the username though, what do i do?",Account Access & Security,"[{""rank"": 1, ""similarity"": 0.861, ""customer_message"": ""@SpotifyCares how do I get onto an account that has premium but I have no access to? Or cancel it?"", ""spotify_reply"": ""@777590 Hey Abbie! We've just sent you a bit more info over DM. We'll carry on helping out there /DD""}, {""rank"": 2, ""similarity"": 0.78, ""customer_message"": ""@SpotifyCares I need to cancel my account but my email was hacked and i don't have access to it and I don't want to keep being charged.\n\n@SpotifyCares I have already done that and no one has gotten in touch with me. Like I said, I won't receive emails in the hacked account\n\n@SpotifyCares That is the same contact method as I’ve already done. No one has contacted me back."", ""spotify_reply"": ""@339707 Hi there! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next. Let us know if we can help with anything else /GN\n\n@339707 Thanks for letting us know. We'd suggest contacting our Support team directly at https://t.co/ZgU70TbP8M. Any questions, give us a shout /GN\n\n@339707 Can you DM us the email address you entered on the contact form? We'll take a look backstage /LM https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.732, ""customer_message"": ""So annoyed at @SpotifyCares. I pay for Spotify premium but it says it's 'unable' to log me in with an email and password I know is correct 😡"", ""spotify_reply"": ""@201245 Hey Charlie! Can you DM us your account's email address and username? We'll take a look backstage /SU https://t.co/ldFdZRiNAt""}]",Hey! We're sorry to hear about the trouble. Please reach out to our support team directly at https://t.co/ZgU70TbP8M so they can securely assist you with your account access. Let us know if you need anything else! /SC,"@549997 Hey Laura, help's here! Could you send us a DM with any email address the account might be under and the username? We'll take a look /RV https://t.co/ldFdZRiNAt","The customer wants to cancel Premium but cannot identify the account email, so account assistance is needed.",nan
E112,.@117168 How do I disable censored tracks from appearing?,Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.564, ""customer_message"": ""@115888 why can't I block explicit songs??"", ""spotify_reply"": ""@563001 Hi! It's not possible right now. To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SY9KZE /PB""}, {""rank"": 2, ""similarity"": 0.526, ""customer_message"": ""@SpotifyCares  is there a way to block explicit songs from random playlists. I can’t listen to these at work."", ""spotify_reply"": ""@682735 Hey there, we hear you! To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SY9KZE /KL""}, {""rank"": 3, ""similarity"": 0.43, ""customer_message"": ""@SpotifyCares Just signed up and am surprised to find no parental controls for explicit lyrics. Is this right, or am I missing something? Bit odd when you promote a family plan.\n\n@SpotifyCares I've voted for that, as have over 1600 others. The thread has been running for over 5 years! It can't be that hard to implement? Surely protecting children from explicit lyrics should be a priority for spotify rather than an afterthought?"", ""spotify_reply"": ""@740680 Hey Andrew! We can see how that’d be useful. You can vote for the official idea here: https://t.co/3jHA9etigY /LS\n\n@740680 We hear you loud and clear! We can’t make any promises, but we’ll pass your feedback onto the right folks. If you need us for anything else, we're just a tweet away /LS""}]","Hey! It's not possible to block explicit tracks right now. To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SY9KZE /SC","@393501 Hey Kennon, this sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /TR",Explain whether censored tracks can be filtered and provide the relevant feature-request/feedback path.,The historical reply treated it only as a feature request without explaining whether any existing workaround was available.
E113,"@SpotifyCares All my songs just disappeared from my account! What happened? Can I get them back?

@SpotifyCares I have both and Android phone and a Linux laptop, the songs are gone on both, and it just happened about 20 minutes ago.",Playback & Technical Errors,"[{""rank"": 1, ""similarity"": 0.691, ""customer_message"": ""@SpotifyCares I opened up Spotify last night and a bunch of artists/albums I had saved to my Library are completely missing, including ones downloaded to my iPhone 8 Plus. Can someone help me out?\n\n@SpotifyCares It happened to albums that were downloaded and undownloaded. For example, I had every Relient K album saved in my library, but not all of them were downloaded to my phone. When I opened Spotify all but one of their albums were not in my Library anymore\n\n@SpotifyCares Well it looks like they’re all back, but the downloads are still removed.\nThis same thing happened with Israel &amp; New Breed, and 2x4\n\n@SpotifyCares Sure!"", ""spotify_reply"": ""@252768 Hey there! What's happening exactly? Are they greyed out or only undownloaded? If you could send us a screenshot, that'd be super helpful. We'll take a closer look /AP\n\n@252768 Thanks for letting us know. Can you also DM us your account's username or email address? We'll take a look backstage /MS""}, {""rank"": 2, ""similarity"": 0.67, ""customer_message"": ""@SpotifyCares #Spotify Im a premium sub and app routinely deletes all music for no reason. 3rd time this month, been happening for years"", ""spotify_reply"": ""@528039 Hey! Can you DM us your account's email address? We'll take a quick look backstage /CB https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.662, ""customer_message"": ""@115888 wtf is going on with your app? I can’t play most songs\n\n@SpotifyCares When I click certain songs nothing happens. Same thing happened to my friend\n\n@SpotifyCares iPhone 8, and I’m running the most up to date iOS and Spotify\n\n@SpotifyCares Tried both. Neither worked"", ""spotify_reply"": ""@440991 Hi! We're here to help. Just to check, are you getting a specific error message? If so, can you send us a screenshot? We'll take a look /DD\n\n@440991 Hmm. Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /DD\n\n@440991 Thanks. Does logging out and back in to your account help? If not, can you check if restarting your phone does the trick? /DD\n\n@440991 Thanks for trying! Can you DM us your account's email address or username? We'll have a look under the hood /DD https://t.co/ldFdZRiNAt""}]",Hey there! Sorry to hear this. Are the songs greyed out or completely missing from your library? Please DM us your account email address so we can take a look backstage. /SC,"@171853 Hi Eduardo! Help's arrived. Could you let us know what device, OS, and Spotify version you're rocking? Since when has it been happening? /PI

@171853 Thanks. Can you DM us your Spotify account's email address? We'll take a look backstage 🔍 /PI https://t.co/ldFdZRiNAt","The customer's entire music library disappeared across devices, so account-level investigation is needed.",nan
E114,"@SpotifyCares can you tell me why my app keeps removing all downloaded songs. 2nd time this week it's happened. I listen mainly offline so need downloads https://t.co/YUmALFBPfe

@SpotifyCares Just the albums my playlists are ok.",Playback & Technical Errors,"[{""rank"": 1, ""similarity"": 0.756, ""customer_message"": ""@SpotifyCares #Spotify Im a premium sub and app routinely deletes all music for no reason. 3rd time this month, been happening for years"", ""spotify_reply"": ""@528039 Hey! Can you DM us your account's email address? We'll take a quick look backstage /CB https://t.co/ldFdZRiNAt""}, {""rank"": 2, ""similarity"": 0.702, ""customer_message"": ""@SpotifyCares I have lost all offline tracks (AGAIN) but have 6GB of spotify files stuck on SD Card that won't delete after uninstall. Help\n\n@SpotifyCares Ok thanks, I will give it a go."", ""spotify_reply"": ""@469696 Hey, sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help out /NY\n\n@469696 Cool! Just keep us in the loop if anything comes your way. We'll be right here waiting /NY""}, {""rank"": 3, ""similarity"": 0.698, ""customer_message"": ""@115888 wtf is going on with your app? I can’t play most songs\n\n@SpotifyCares When I click certain songs nothing happens. Same thing happened to my friend\n\n@SpotifyCares iPhone 8, and I’m running the most up to date iOS and Spotify\n\n@SpotifyCares Tried both. Neither worked"", ""spotify_reply"": ""@440991 Hi! We're here to help. Just to check, are you getting a specific error message? If so, can you send us a screenshot? We'll take a look /DD\n\n@440991 Hmm. Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /DD\n\n@440991 Thanks. Does logging out and back in to your account help? If not, can you check if restarting your phone does the trick? /DD\n\n@440991 Thanks for trying! Can you DM us your account's email address or username? We'll have a look under the hood /DD https://t.co/ldFdZRiNAt""}]","Sorry to hear your downloads are disappearing! Please check out the steps under “Downloads unexpectedly removed” here: https://t.co/38J7tFlIBF. If that doesn't help, DM us your account email so we can investigate further. /SC","@625000 Hey, help's here. Is this happening to just your downloaded albums or to your offline playlists as well? /AY

@625000 Thanks for clearing that up. Could you send us a DM with your account's email address? We'll take a look backstage /QI https://t.co/ldFdZRiNAt","Downloaded albums repeatedly disappear, so the recurring technical issue needs further investigation.",The historical reply moved to account details without acknowledging that the problem had happened multiple times.
E115,"Hey @115888 I have an idea; why don't we encode playlist identifiers in the stream so we can ""Shazam"" for playlists? #dinneratarestaurrant",Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.406, ""customer_message"": ""@SpotifyCares  is there a way to block explicit songs from random playlists. I can’t listen to these at work."", ""spotify_reply"": ""@682735 Hey there, we hear you! To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SY9KZE /KL""}, {""rank"": 2, ""similarity"": 0.402, ""customer_message"": ""@115888 why can't I block explicit songs??"", ""spotify_reply"": ""@563001 Hi! It's not possible right now. To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SY9KZE /PB""}, {""rank"": 3, ""similarity"": 0.395, ""customer_message"": ""@115888 when I search for an album and then select Shuffle Play, why does it play other songs by random artists instead?\n#Annoying #NotCool"", ""spotify_reply"": ""@561101 @115888 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /GT https://t.co/ldFdZRiNAt""}]","That's a creative idea! While we don't have this feature right now, we’d recommend showing your support for it on our community site here: https://t.co/CdI1SY9KZE. This helps our team see what features you'd like to see next! /SC",@235572 Hey Andreas! We can see how that’d be handy. We can’t make any promises but we’ll pass your feedback onto the right folks 🙂 /JI,Acknowledge the playlist-identification feature idea and provide the appropriate feedback channel.,nan
E116,"@115888 @115858 Spotify is soooo buggy for CarPlay. Pls fix soon thanks

@SpotifyCares No that didn’t work :( I’m attaching a screenshot of what it’s doing w/the app open https://t.co/Lo3IuLmPk0

@SpotifyCares Currently using iOS 11.0.3 and the Spotify version is 8.4.25.906",Playback & Technical Errors,"[{""rank"": 1, ""similarity"": 0.678, ""customer_message"": ""@115888 @SpotifyCares I tapped on album artwork and now I can’t get back ... iPhone X problems ... please fix / update the app soon #HadToCloseTheApp https://t.co/XjoMWdc5i7\n\n@SpotifyCares Yea that’s exactly what I ended up doing !! :$\n\n@SpotifyCares No, It seems to be working fine today , it must have been a glitch in the IOS or something ! Thanks for the reply :)"", ""spotify_reply"": ""@407803 Hey Hulio! Don't worry, we’re working on it as we speak. In the meantime, can you try closing and reopening the app? Does that help? /CX\n\n@407803 Hey there! Is the issue still happening? Keep us posted /DF\n\n@407803 No worries! If you ever need anything else, just shout and we'll come running 🏃 /DF""}, {""rank"": 2, ""similarity"": 0.673, ""customer_message"": ""@115888 wtf is going on with your app? I can’t play most songs\n\n@SpotifyCares When I click certain songs nothing happens. Same thing happened to my friend\n\n@SpotifyCares iPhone 8, and I’m running the most up to date iOS and Spotify\n\n@SpotifyCares Tried both. Neither worked"", ""spotify_reply"": ""@440991 Hi! We're here to help. Just to check, are you getting a specific error message? If so, can you send us a screenshot? We'll take a look /DD\n\n@440991 Hmm. Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /DD\n\n@440991 Thanks. Does logging out and back in to your account help? If not, can you check if restarting your phone does the trick? /DD\n\n@440991 Thanks for trying! Can you DM us your account's email address or username? We'll have a look under the hood /DD https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.661, ""customer_message"": ""@115888 why…!? 🙄😭🙄 https://t.co/W3sptllBh9\n\n@SpotifyCares Yes.\n\n@SpotifyCares An iPhone SE and yes this is the first time I’ve seen this.\n\n@SpotifyCares Yes! Thanks for getting back to me so fast!\n\n@SpotifyCares I did not! Thank you so much for your help!"", ""spotify_reply"": ""@420033 Hey Rachel! Just to make sure we're on the same page, were you trying to listen to the ad for 30 minutes of ad-free music? /TW\n\n@420033 Thanks! What device were you listening on? Is this the first time you've seen this happen? /TW\n\n@420033 Got it. Can you try logging out, restarting the app, then logging back in? Let us know how it goes /SJ\n\n@420033 You're welcome! Do you still experience the issue after restarting the app? /SJ\n\n@420033 You're welcome! Give us a shout if you need anything else. We're... https://t.co/fgy8YvXib9 /SJ""}]","Thanks for the info. Since the previous steps didn't help, could you please DM us your account's email address or username? We'd like to take a closer look under the hood to see what's going on with CarPlay. /SC https://t.co/ldFdZRiNAt /SC","@249035 Hi Lizzie, the cavalry's here! Does logging out, restarting your device, and logging back into Spotify help? Keep us posted /JI

@249035 Thanks for the screenshot. Can you let us know the device iOS and version of Spotify you're using? We'll see what we can suggest /JI

@249035 Got it. Does logging out &gt; restarting your device &gt; logging back in help at all? Give us a shout on how you get on /MT","CarPlay playback remains buggy after troubleshooting, so further technical investigation is appropriate.",The historical reply repeated logout/restart steps even after the customer had already tried them.
E117,"@115888 @SpotifyCares am having issues joining a family plan, would you help?",Subscription & Billing Issues,"[{""rank"": 1, ""similarity"": 0.721, ""customer_message"": ""@SpotifyCares I'm having issues my family subscription please help asap!"", ""spotify_reply"": ""@727606 Hey there, help's here! Could you DM us exactly what's happening? We'll see what we can suggest /CG https://t.co/ldFdZRiNAt""}, {""rank"": 2, ""similarity"": 0.704, ""customer_message"": ""Hey @SpotifyCares, is there any way to change a premium account to a family plan?"", ""spotify_reply"": ""@377160 Hey! Can you DM us your account's username and email address? We'll see what we can suggest /JL https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.676, ""customer_message"": ""@SpotifyCares cant send invitesfor my family https://t.co/aNYWfVaQ8r charged me quickly.Getting pissed.Clicked the family and nothing appear"", ""spotify_reply"": ""@501411 Hey Patrick! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt""}]","Hey there, help's here! We'd like to look into this for you. Could you please DM us your account's email address or username, along with a few more details about the issue you're facing? /SC https://t.co/ldFdZRiNAt /SC",@378348 @115888 We've just sent you a DM 🙂 /PX,Family Plan membership problems require account-specific help.,nan
E118,"@115888 love Spotify but so limited what I can with my Alexa I will need to drop it..

@SpotifyCares Spotify loses available devices constantly, can only play playlist from master acct, can't play on all devices at once

@SpotifyCares If Google can overcome these issues I will ditch alexa

@SpotifyCares How do I fix Spotify losing my multiple echos?",Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.573, ""customer_message"": ""How do I setup @115888 w GoogleHome so after playing a specific song it continues to play songs by that artist.\n\n@SpotifyCares LInk provided does not help. Want others songs to play after requesting a specific song, currently it plays the requested song and stops.\n\n@SpotifyCares It's set up on Google Home. The app is also on my smartphone, but a rarely open it.\n\n@SpotifyCares I have never used another device for playback, just my cluster of Google Homes and Chromecast."", ""spotify_reply"": ""@219902 Hi there! Check out more info about Spotify on Google Home here: https://t.co/6tXVssl5I5. Let us know if you're getting the same issue /JM\n\n@219902 Hmm, that's odd. Could you let us know the device, operating system, and Spotify version you're rocking? We'll see what we can suggest /JM\n\n@219902 Just to check, does the issue only happen when using Google Home and not any other devices? Keep us posted /JM\n\n@219902 Got it. Send us a DM with your account's username or email address. We'll take a look under the hood /JM https://t.co/ldFdZRiNAt""}, {""rank"": 2, ""similarity"": 0.558, ""customer_message"": ""Does @115888 have a feature for steaming what you’re currently listening to? @SpotifyCares\n\n@SpotifyCares WELL YOU’VE BLOODY WELL GOT MY VOTE SPOTIFY. YOU TAKE CARE NOW."", ""spotify_reply"": ""@714774 Hey Danny! This isn't possible right now, but we can see how that’d be useful. You can vote for the official idea here: https://t.co/t64lsvMKm2 /KB\n\n@714774 Awesome! If you need help with anything else, just give us a shout. Otherwise, have a... https://t.co/FQulrDtFky 😉 /GU""}, {""rank"": 3, ""similarity"": 0.5, ""customer_message"": ""Hi @SpotifyCares I love you but your CarPlay app is AWFUL. Are you working on making it better? @115948 is looking tempting 🤒🤒🤒🤒\n\n@SpotifyCares Hi! DM’d!"", ""spotify_reply"": ""@363148 Hi Tommy! The cavalry's here. Can you send us a bit more info on what's happening? We'll see what we can do /AU""}]","Hey! We're sorry to hear you're having trouble with your Echo devices. Could you let us know your device and app version? Also, please DM us your account email so we can take a look under the hood: https://t.co/ldFdZRiNAt /SC","@231312 Hey! Sorry to hear that. Can you let us know what's happening exactly? We'd love to help you out /JS

@231312 Got it. We're afraid you can only stream from one device at a time, but rest assured we'll pass on your feedback to the right team. Give us a shout for anything else 🙂 /JS

@231312 Hmm. Could you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt","The customer has repeated Alexa/device-connection problems, so account/device investigation is appropriate.",The historical reply partly addressed the one-device limitation but didn't clearly resolve the disappearing-device problem.
E119,"@SpotifyCares, Do offline listens add up to an artist's plays whenever I go back online? 🤔

@SpotifyCares Great! Yes, so I suppose they also count for the end of the year playlist ""Your Top Songs 20##""?",Other / Unclear,"[{""rank"": 1, ""similarity"": 0.529, ""customer_message"": ""Also.... WTH? @SpotifyCares https://t.co/ZrXcentOEe"", ""spotify_reply"": ""@603559 Hey! There's more info here: https://t.co/pXBCq8GlsI. Also, It's best to try a reinstall: https://t.co/3FU57oyTNJ. Keep us in the loop /KL""}, {""rank"": 2, ""similarity"": 0.51, ""customer_message"": ""@SpotifyCares https://t.co/777rIXhISF"", ""spotify_reply"": ""@499051 Hey Cora! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.505, ""customer_message"": ""@SpotifyCares Thx spot"", ""spotify_reply"": ""@229355 Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /SP\n\n@229355 No worries, we're always happy to help! Give us a shout if you need us again /SP""}]","Hey! Yes, once you go back online, your offline listens will sync and count toward your stats, including your end-of-year playlists. Let us know if you have any other questions! /SC","@486667 Offline listens are counted and sent to Spotify's server the next time you connect to the Internet. We hope this answers your question 🙂 /KL

@486667 We're afraid we don't have any more info on this. Let us know if you have other questions /KL",Explain how offline plays are counted and clarify what is known about year-end statistics.,nan
E120,@SpotifyCares why was the Moon Song by Karen O ft Ezra Koenig taken off of spotify,Content Availability & Licensing,"[{""rank"": 1, ""similarity"": 0.47, ""customer_message"": "". @115888 you got me confused. For a split second I wondered why @30368 and @22339 's song was titled Camila Cabello - Havana https://t.co/TYWqjesr45\n\n@SpotifyCares Restarted phone and connections. Still the same. I dont mind tho, just found it funny. https://t.co/UEeFm3cjGF\n\n@SpotifyCares  https://t.co/ERLxIw0uMA\n\n@SpotifyCares 5.1 and I think this is the 2nd time it happened or was aware of\n\n@SpotifyCares Thank you"", ""spotify_reply"": ""@205702 Hi there! Does restarting your device and your connection help? Which Spotify version are you using? /NQ\n\n@205702 Which Android version does your device currently have? Also, is this happening often? /NQ\n\n@205702 Hmm. It's not ideal, but the exact steps here should help out: https://t.co/EqisDMwZAT /NQ\n\n@205702 You're welcome! In case you have other concerns, don't hesitate to get back in touch. We're always... https://t.co/zOXI69QSqg /TM""}, {""rank"": 2, ""similarity"": 0.448, ""customer_message"": ""@SpotifyCares please bring back BTOB's Complete album :-("", ""spotify_reply"": ""@651814 Hey Julia! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /MQ""}, {""rank"": 3, ""similarity"": 0.439, ""customer_message"": ""Blegh, some of the old Get Scraped Deamau5 tracks got removed from spotify ;(\n\n@SpotifyCares https://t.co/G6J9keroaj #10 'bored of canada' is greyed out, doesn't show up in searches\n\n@SpotifyCares Should be Netherlands"", ""spotify_reply"": ""@731473 Hey there! Can you send us a screenshot of how the album appears on your end? Also, what country is your Spotify account set to? We'll keep an eye out for your reply /LP\n\n@731473 Thanks! What country is your account set to? We'll check backstage /AP\n\n@731473 Got it. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again to you soon! Let us know if there's anything else /AP""}]","Hey! We'd love to have all music available, but content availability depends on agreements with rights holders. You can find more info on how that works here: https://t.co/0i8GpimuDa /SC",@364380 Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /RA,Explain that the song may have been removed because of licensing changes.,nan
E121,"All I want for Christmas is a @115888 “song-in-loop” feature. Thank you please. #musicocd

@SpotifyCares Yay! iPhone 6. Device OS 11.2 Public beta 5. Spotify version 8.4.28.1104. Thanks for caring! 🙌

@SpotifyCares 😮🤦🏻‍♀️Sweeet! Thanks for the help!",Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.544, ""customer_message"": ""In desperate need of this Spotify iPhone X update"", ""spotify_reply"": ""@529915 We don't have anything to share yet, but we'll be sure to post updates on this. Give us a shout if you need anything else /CO""}, {""rank"": 2, ""similarity"": 0.533, ""customer_message"": ""why cant you change the song on spotify from the lock screen or swipe up menu any more @SpotifyCares\n\n@SpotifyCares iphone 7plus and ive got the newest version of spotify\n\n@SpotifyCares ios version 8.4.25 and ios 11.0.3\n\n@SpotifyCares I’ve tried both of those and neither worked"", ""spotify_reply"": ""@128149 Hey Georgie, that doesn't sound right! What device, operating system, and Spotify version are you using? We'll see what we can suggest /JE\n\n@128149 Thanks. We're almost there, but we need the exact iOS and Spotify versions you have installed on your phone. We'll be right here waiting /LP\n\n@128149 Got it. Does logging out and back in help? Restarting your device (hold Sleep/Wake + Volume Down for 10 seconds) is also worth a shot /LP\n\n@128149 Hmm. Could you send us your account's username or email address via DM? We'll take a look backstage /LP https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.508, ""customer_message"": ""@115888 please put the lyrics back in the desktop app i need it\n\n@SpotifyCares ITS BEEN OVER A YEAR AGO COME ON\n\n@SpotifyCares thanks bae"", ""spotify_reply"": ""@451866 Hi, we hear you! Any updates will be posted at https://t.co/osebD49Qxe. We'd recommend voting to support the idea, too /RB\n\n@451866 We understand how you feel. Don't worry, we'll let the right team know it's something you'd like to see /RB\n\n@451866 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB""}]","Thanks for the feedback! We don't have a 'song-in-loop' feature to share right now, but we'll be sure to post updates if that changes. We appreciate you sharing your device details with us! /SC","@811592 Hey, help's here! This should be possible right now. Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /GK

@811592 Thanks. On the screen where the song is being played, you'll see the repeat function shaped like an oval loop to the right of the play button. Press that once to repeat the playlist. Press it twice to repeat just the song that's being played. Hope this info helps /GK

@811592 No worries! Feel free to tweet us if there's anything else. https://t.co/uEkAlnxbzn /GK",Explain that repeat-one is already available and provide simple instructions for using it.,nan
