sample_id,thread_id,original_asker_id,num_unique_customer_authors,multi_author_merge,customer_message,spotify_reply,start_time,end_time
69,27802,252760,1,False,@SpotifyCares hi i tried paying for Spotify premium on the 99p offer but some how its disappeared when i went to subscribe,@252760 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,Sat Dec 02 17:03:51 +0000 2017,Sun Dec 03 01:15:58 +0000 2017
70,3282,299854,2,True,"@115888 Any chance you can tell me the presale code to the First Aid Kit concert in Toronto?! Please.

@SpotifyCares No worries. I guessed it and got tickets :)","@299854 Hey Katie! We're afraid we're not offering any pre-sale codes for that specific event. Hope that clears things up /JE

@299854 Awesome! If there's anything else we can help with, feel free to drop us a tweet. https://t.co/uEkAlnxbzn 😁 /JE",Wed Oct 11 13:42:36 +0000 2017,Thu Oct 12 16:14:54 +0000 2017
71,24036,499051,1,False,@SpotifyCares https://t.co/777rIXhISF,@499051 Hey Cora! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt,Sat Nov 25 18:16:41 +0000 2017,Sun Nov 26 04:07:28 +0000 2017
72,21764,771096,1,False,@SpotifyCares I just downloaded the Android app and I cannot figure out how to start a playlist with my own music. Please reply with a link for instructions,"@771096 Hey Mike, the cavalry's here! You can head over at https://t.co/a38Mc2DlCx for useful info about playlists. Hope that helps 🙂 /JE",Mon Nov 20 20:41:22 +0000 2017,Mon Nov 20 21:01:20 +0000 2017
73,18543,679181,1,False,"@115888 I️ am a premium member and all of my music is downloaded to my phone. So, why won’t all of my artists show up in my artist file when I️ don’t have service?

@SpotifyCares Yes that is correct.

@SpotifyCares Yes, I️ can get you a pic. I️ have service now thought, so I️ am not having an issue at the moment.","@679181 Hey! Help's here. Just to confirm, are you referring to the artists of the tracks you've downloaded for offline listening? /CP

@679181 Thanks for confirming. Can you send us a screenshot of how this looks like from your end? We'll take a look /CP

@679181 We appreciate the heads up. Once you have the photo available, send it over so we can have a look. We'll keep an eye out for your update /CP",Mon Nov 13 15:36:57 +0000 2017,Mon Nov 13 18:00:52 +0000 2017
74,11225,439865,1,False,@SpotifyCares I'm having trouble linking my bands (https://t.co/NXxFHG5rrq) concerts to tickemaster - https://t.co/lb6cAHfWRG? Can you help?,@439865 Hey there! This is something for our Artist Services team. You can get in touch with them at https://t.co/p1wbtdELHu /MG,Sat Oct 28 00:20:41 +0000 2017,Sat Oct 28 00:58:46 +0000 2017
75,8547,347716,1,False,"@115888 SheerID is unable to verify my studentstatus. Anything you guys can do about this? I'm enrolled in 2 universities :(

@SpotifyCares Not sure how this is supposed to help me, this is the marketing page for the Student subscription. SheerID is not verifying me as a student","@347716 Hey, help's here! Could you try again at https://t.co/PS8Iw4U2Oj on an incognito window? We'd also suggest using a desktop. Any better? /GN

@347716 We've just sent you a bit more info over DM. We'll carry on helping out there /DD",Sat Oct 21 20:58:46 +0000 2017,Sun Oct 22 01:59:57 +0000 2017
76,18665,682353,1,False,"Damnit @SpotifyCares make it so we can go back and save a weekly playlist. Sometimes forget to save songs than by Monday they are gone.

@SpotifyCares Ya, those 5 songs I really wanted to save from last week but can’t find now. Ha","@682353 Hey there! We'll gladly let the right folks know it's something you'd like to see. Let us know if anything else comes up /BH

@682353 We understand! Fingers crossed you'll find them again soon. If you need us again, just give us a shout. We're here around the clock 🙂 /BH",Mon Nov 13 20:44:44 +0000 2017,Mon Nov 13 22:13:53 +0000 2017
77,9451,566887,1,False,"Hey @SpotifyCares, can I be added to a premium family account if we live in different countries?","@566887 Hey there! Currently, all members of a Premium for Family plan must reside at the same physical address. Hope this clears things up /AR",Tue Oct 24 05:02:36 +0000 2017,Tue Oct 24 05:18:09 +0000 2017
78,20185,727606,1,False,@SpotifyCares I'm having issues my family subscription please help asap!,"@727606 Hey there, help's here! Could you DM us exactly what's happening? We'll see what we can suggest /CG https://t.co/ldFdZRiNAt",Thu Nov 16 18:09:07 +0000 2017,Thu Nov 16 18:21:06 +0000 2017
79,5474,545537,1,False,I take too much pride in my music playlists. @115888 hire me already,@545537 Hey Eden! You can check out https://t.co/c1Z94oBFOl for any available positions. Give us a shout if you have any other questions 🙂 /CH,Mon Oct 16 01:50:08 +0000 2017,Mon Oct 16 04:23:31 +0000 2017
80,14312,490196,1,False,@SpotifyCares Is there any possible way to disconnect my cousins facebook from my spotify via xbox or phone?,"@490196 1: Hi Nick! We're afraid you can't do that from your phone or Xbox, but you can disconnect your cousin's Facebook profile using your...

@490196 2: computer. Just follow these steps: https://t.co/uafhOEnKkW. Let us know how it goes 🙂 /RR",Sat Nov 04 18:36:15 +0000 2017,Sat Nov 04 21:23:25 +0000 2017
81,14433,491562,1,False,"@SpotifyCares volume on Spotify has decreased significantly not a recent issue but considering canceling. Seen it on the community forum too

@SpotifyCares iPhone 8 plus but also happened on my 7 plus. iOS 11 for the 8 plus, most recent iOS 10 point version on the 7 plus.

@SpotifyCares This has been happened for I would say the greater part of 2017. Can hear ambient sounds through the loudest setting on my beats headphones

@SpotifyCares Couldn’t say I mostly listen mobile

@SpotifyCares Happens on everything. Soundcloud is noticeably louder. Nope

@SpotifyCares I don’t think the issue is maybe what you’re thinking? This has been an issue for months, across multiple phones/OSes. Have of course

@SpotifyCares Restarted, redownloaded, relogged in during that time

@SpotifyCares Would really rather you just put in a bug report w/ devs. I love Spotify but this volume issue honestly kills it","@491562 Hey there! Can you let us know which device and operating system you're using? We'll see what we can suggest /NQ

@491562 Thanks for letting us know. Does the same thing happen when you're using a different device, such as a desktop computer? /NQ

@491562 Got it. Is this happening via WiFi, 3G/4G, or both? Does restarting your connection make any difference? /NY

@491562 Okay. Can you try logging out of Spotify, restarting your device, and logging back in to see if that helps? Keep us posted /NY

@491562 Could you DM us your username or email address so we can take a closer look? /JU https://t.co/ldFdZR1cbT",Sun Nov 05 02:38:18 +0000 2017,Mon Nov 06 05:59:21 +0000 2017
82,10426,414431,1,False,This is hella annoying!!  @115888 https://t.co/5T9nLSKGkm,"@414431 Hi Francisco! We'd love to have them on Spotify! Hopefully, we will in the future. Check this out: https://t.co/MEjmIRL2eB /HC",Thu Oct 26 06:51:54 +0000 2017,Thu Oct 26 07:01:21 +0000 2017
83,24902,795213,1,False,"@115888 App won't load on my Galaxy S8+. Bit naughty considering I pay for premium.

@SpotifyCares Already tried with no success

@SpotifyCares App doesn't load, only this black screen, and then press anything (library for example) and this message pops up https://t.co/CYVq3xXLTj

@SpotifyCares Yes I have tried both. Also reinstalled over WiFi and 4g

@SpotifyCares I only have this device. Are you going to try and fix the problem or carry on asking me stupid questions?","@795213 Hey there! Could you try uninstalling and reinstalling the app? Let us know how it goes /DF

@795213 Got it! Could you send us a screenshot of the issue you're having? Keep us posted /DF

@795213 Is this happening while connected to WiFi, 3G/4G or both? /DF

@795213 Got it! Does this happen on multiple devices? Keep us posted /DF

@795213 We understand. Can you DM us your account's email address or username? We'll take a look backstage /SF https://t.co/ldFdZRiNAt",Mon Nov 27 20:17:36 +0000 2017,Tue Nov 28 01:29:43 +0000 2017
84,1968,199557,1,False,"By the looks of it this is very common and no one has found a solution? https://t.co/PaLfaUg6A0 @115888 @116130

@SpotifyCares Turns out it's my crappy @115858 headphones causing the problem. Nevermind!

@SpotifyCares Well, I tried using the headphones with iTunes and the same thing happened. Headphones are toast. Sad times. @115858

@SpotifyCares Lol k thanks for you recommendation.","@199557 Hi Andrea, help's here. Can you let us know the iOS and Spotify versions you're running? We'll see what we can suggest /NY

@199557 Got it. Just to be sure, are the tracks no longer skipping when you use a different set of headphones? Keep us posted /NY

@199557 Okay. For now, we'd recommend using a different headset. Let us know if you need anything else. We'd be... https://t.co/LgAM6ky9Vv /NY

@199557 Anytime! We'll be here if you need us 😁 /JI",Sun Oct 08 10:11:18 +0000 2017,Mon Oct 09 17:38:38 +0000 2017
85,9787,379855,1,False,"@115888 @117168 how and why is #Spotify using 7.1GB with 0 songs downloaded??? 👀 https://t.co/zmn1wYhbKC

@115888 @117168 Give us the ability to clear caches like the android app 🙏","@379855 1: Hey there! We can’t make any promises but we’ll pass your feedback onto the right folks. Could you DM us your account's...

@379855 2: email address or username? We'll take a look under the hood /RH https://t.co/ldFdZRiNAt",Tue Oct 24 22:58:23 +0000 2017,Tue Oct 24 23:43:53 +0000 2017
86,1803,196641,1,False,@SpotifyCares Hey guys - been paying for Premium but iPhone says Free.  Uninstalled &amp; still the same.  Works on desktop.  Running Sonos.,@196641 We've just sent you a DM 🙂 /SU,Sat Oct 07 21:30:51 +0000 2017,Sat Oct 07 22:27:40 +0000 2017
87,6788,603559,1,False,Also.... WTH? @SpotifyCares https://t.co/ZrXcentOEe,"@603559 Hey! There's more info here: https://t.co/pXBCq8GlsI. Also, It's best to try a reinstall: https://t.co/3FU57oyTNJ. Keep us in the loop /KL",Wed Oct 18 16:17:37 +0000 2017,Wed Oct 18 16:49:31 +0000 2017
88,17705,785667,1,False,"@115888 I signed up for Premium for Family. Sent an invitation to my son. When he clicks on the ""accept invitation"" button in his email it DOES NOT REDIRECT TO THE REDEEM PAGE - there is no where to insert the token. We are going to cancel if we don't get the redeem page. HELP!","@785667 Hey Emily, help's arrived. Can you DM us the email addresses or usernames on your and your son's accounts? We'll check backstage /LP https://t.co/ldFdZRiNAt",Sat Nov 11 16:26:21 +0000 2017,Sat Nov 11 18:34:58 +0000 2017
89,27765,252240,1,False,@SpotifyCares are you able to rearrange track order within playlists on mobile (Android)?,"@252240 Hey there! We're afraid this isn't possible right now, but we'll let the right team know it's something you'd like to see /NQ",Sat Dec 02 15:45:51 +0000 2017,Sun Dec 03 00:13:06 +0000 2017
90,2384,207311,1,False,&gt; @115888 : Never thought about adding new songs at the top of the list ?? bottom is too far #SaveMyFinger by #UX @83467 @83468 https://t.co/8xzqxhKKGD,"@207311 Hey, thanks for the feedback. For now, you can follow the steps here: https://t.co/5hjtm5AdqM. Hope this helps /NY",Mon Oct 09 11:02:19 +0000 2017,Mon Oct 09 12:25:46 +0000 2017
91,24164,137677,1,False,@SpotifyCares how do i cancel 30 day free trial,"@137677 Hey! To cancel your subscription, head to https://t.co/xmAXUGNEqM. If you have other questions, just give us a shout /RA",Sun Nov 26 01:20:45 +0000 2017,Sun Nov 26 05:21:10 +0000 2017
92,20667,250955,1,False,"@SpotifyCares any news on @118062 's new album, I'm sure i read it would be streaming today

@SpotifyCares hi how do i stop spotify starting up on my computer automatically?

@SpotifyCares ok thank you","@250955 Hi there. Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /NH

@250955 Hey Amanda! You can change this by opening up the Settings Menu in the top-right corner and click on Advanced Settings. Under 'Startup and Window Behavior', you can choose to have Spotify open, minimized or neither upon startup. Hope this helps /JX

@250955 You're welcome! If you ever need anything else, just shout and we'll come running 🏃 /JX",Fri Nov 17 13:08:19 +0000 2017,Fri Nov 17 18:33:17 +0000 2017
93,10296,411581,1,False,"@SpotifyCares When I use spotify on my iphone it doesn's show that I'm playing music on the control center or the lock screen, help

@SpotifyCares iPhone 6S iOS 11.0.3, spotify version 8.4.22.215","@411581 Hey Brett! Can you let us know your device and the exact operating system and Spotify versions you're running? We'll look into it /GS

@411581 We understand. Our tech folks are aware of this, and they're on the case as we speak. Hopefully we'll have a fix soon! /GS",Wed Oct 25 22:56:43 +0000 2017,Wed Oct 25 23:03:01 +0000 2017
94,20832,742524,1,False,"@SpotifyCares I contacted you because my service kept getting shut down because someone else is supposedly using it, you locked down my account and your chat system booted me when I tried to upload am attachment as you requested. Contact me!","@742524 Hi Kyle! That doesn't sound good. Can you DM us your account's username or email address? We'll see what we can suggest /DN

@742524 Thanks. We'd recommend deleting the last tweet as it contains your private info. Can you send us a DM instead? /DN https://t.co/ldFdZRiNAt",Fri Nov 17 17:23:19 +0000 2017,Fri Nov 17 17:33:14 +0000 2017
95,23631,152988,1,False,@115888 you mean to tell me I pay 10 dollars a month for you to have only 3 RBD songs? I’m heartbroken https://t.co/siBTlHyYfA,"@152988 We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /DF",Fri Nov 24 16:37:14 +0000 2017,Fri Nov 24 18:28:00 +0000 2017
96,3251,296358,1,False,"@SpotifyCares why can't i change  the cover/description of my playlists?? it seems like everyone else can but me?? 😔

@SpotifyCares yes!

@SpotifyCares 1.0.20.101","@296358 Hi there! Just to check, are you using the desktop app to change your playlist cover: https://t.co/aGZZKzSM3w? /RE

@296358 Thanks for the info. Can you let us know the Spotify version you're using? We'll see what we can suggest /RE

@296358 Got it. Could you check if there's any update for your Spotify app: https://t.co/HtMvdO0PgI? Let us know how you get on /RE",Wed Oct 11 11:37:29 +0000 2017,Wed Oct 11 14:02:47 +0000 2017
97,22601,267077,1,False,"Hey @115888.

Cool new slick thing you're doing with the tiny player, but imagine how much cooler if it would be if I could actually see whose track I'm playing and what the track is called... 

Just a suggestion from somebody who likes music.",@267077 Hi there! Thanks for the feedback. We'll be sure to pass it onto the right team. Let us know if there's anything else we can do to help /DV,Wed Nov 22 10:44:13 +0000 2017,Wed Nov 22 14:42:34 +0000 2017
98,15641,530692,1,False,"@SpotifyCares Hey there. Currently getting skipping during songs. Playing on Macbook Pro OS 10.12.6. Any suggestions? Have latest Spotify.

@SpotifyCares Hey thanks for getting back! A laptop restart seems to have fixed it and turns out it was all my audio not just Spotify. 🤗","@530692 Hey Cormac, help's here! Could you confirm the exact app version? Does it happen during all songs? We'll see what we can suggest /T

@530692 Ahh, good news! We'll be right here if you need anything else. Happy listening 🙂 /T",Tue Nov 07 16:15:08 +0000 2017,Tue Nov 07 21:13:55 +0000 2017
99,23444,145915,1,False,@7443 could you possibly get Bus That back on @115888 @SpotifyCares,"@145915 Hey there! Sometimes content is temporarily removed due to licensing, but we hope to have it back soon: https://t.co/VMrgnGpB4G. Hope this clears things up /GK",Fri Nov 24 06:08:53 +0000 2017,Fri Nov 24 08:06:22 +0000 2017
100,21304,758106,1,False,"@SpotifyCares: How can I change the language on Spotify? Somehow it’s Spanish on my phone and English on other devices

@SpotifyCares Thanks. Now I can see that the second language on my phone - after Danish - was Spanish. I’ve changed it to English now 😊","@758106 Hi Lotte! Help's here. Can you check if the app is set in English? Here's our guide: https://t.co/t2KkkFsxr7. Keep us posted /PB

@758106 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 🙂 /AY",Sun Nov 19 15:57:48 +0000 2017,Mon Nov 20 13:27:38 +0000 2017
101,9015,366456,1,False,@115888 when are you guys gonna put in a sleep timer on the app?,@366456 Hey there! A sleep timer is a great idea. Help make it happen by adding support here: https://t.co/pMmX7wXq24 /RS,Mon Oct 23 07:38:34 +0000 2017,Mon Oct 23 09:04:28 +0000 2017
102,25445,806625,1,False,"Is anyone else’s @115888 down??

@SpotifyCares Thank for checking in and responding guys! Really appreciate it!","@806625 Hey! We were off beat for a second, but we’re back on track now (excuse the puns) /JE

@806625 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 💚 /BP",Tue Nov 28 20:41:05 +0000 2017,Wed Nov 29 05:24:14 +0000 2017
103,13986,477790,1,False,Having a crisis about whether to start streaming rather than downloading music. Can u guys tell me what the perks of @115888 premium are?,@477790 Hi there! We have more info about this here: https://t.co/08kG2GBNp5. Let us know if you have any other questions /DN,Fri Nov 03 21:29:55 +0000 2017,Fri Nov 03 22:58:27 +0000 2017
104,6740,571693,1,False,"@spotifycares web player stuck on advertisement but wont play it. Greyed out. Rebooted and logged in and out already. Thank you!

@SpotifyCares That was fast! Im using windows 7 professional. It is an hp desktop. Web player

@SpotifyCares Better! Thank you!","@571693 Hey there! What device and operating system are you using? We'll lend a hand /SY

@571693 Thanks! Can you try logging out, restarting your desktop, and getting back in after a few minutes? Any better? /GN

@571693 No worries! Just give us a shout if anything else comes up. We're... https://t.co/zOXI69QSqg 🙂 /GN",Wed Oct 18 14:45:31 +0000 2017,Wed Oct 18 15:40:18 +0000 2017
105,5544,545655,1,False,"that time of the night folks https://t.co/0Phpj0SjPZ

you are the coffin came on and spotify crashed. why do you hate depressed people @115888","@545655 Hey there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /GK",Mon Oct 16 05:37:06 +0000 2017,Mon Oct 16 06:48:58 +0000 2017
106,17843,665442,1,False,"@115888 where is 'Reputation'?! https://t.co/fc04Wpbakl

@SpotifyCares I already have heard them.. I want to listen to the album

@SpotifyCares I hope so","@665442 Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /DF

@665442 Fingers crossed we'll be able to have it soon! Don't worry, we'll pass your feedback on to the team /KM

@665442 We'll do our best to have it available to you and other listeners. If there's anything else, just let us know! /KM",Sat Nov 11 21:50:06 +0000 2017,Sun Nov 12 10:52:43 +0000 2017
107,21979,325108,1,False,"My Mom was all excited about a holiday playlist she made on Spotify, and went to her Roku to play it for us, only to find no playlist support whatsoever... truly disappointing 😕@spotifycares @181080

@SpotifyCares Thanks for the reply. It still doesn't help my Mom, who just wants to play with a streaming kit we got her for Christmas last year (when playlists WORKED). That post is from 8 months ago. No solution yet? I love your service otherwise, work with your customers on this!","@325108 Hey Carlos! We have some info about the Spotify app on Roku here: https://t.co/titMn0j3Im. Give us a shout if there's anything else /YM

@325108 We hear you. Rest assured, your feedback is being heard while we work with Roku on the best path forwards /YM",Tue Nov 21 05:35:50 +0000 2017,Tue Nov 21 06:20:42 +0000 2017
108,22726,273120,1,False,"@SpotifyCares My premium subscription offer from Rogers expires today and they can not answer any questions about keeping my account and my music with you

@SpotifyCares I sent several emails to Spotify support on my problem- no response???",@273120 Hey there! Sorry for the delay. We've just replied to your DM. Let's continue chatting there /JP,Wed Nov 22 16:18:00 +0000 2017,Wed Nov 22 18:19:44 +0000 2017
109,9485,564646,1,False,"@125633 I sent you several emails these last months, and I still have no answer...",@564646 Hey Juanito! We'll get these chased up for you. Can you DM us the email address you reached out from? /J https://t.co/ldFdZRiNAt,Tue Oct 24 08:11:05 +0000 2017,Tue Oct 24 08:29:04 +0000 2017
110,27622,248469,1,False,@SpotifyCares need to speak to someone about a payment query. Have spent 30 minutes trying to find an email address or message on FB as I don't use twitter. But to no avail. Help?,@248469 Hey Paula! You can contact us through email at https://t.co/zu6tKiIYUg. We'd love to help here as well; just DM us your account's username or email address. Let us know how you'd like to proceed /LP https://t.co/ldFdZRiNAt,Sat Dec 02 08:47:59 +0000 2017,Sat Dec 02 19:20:23 +0000 2017
111,13946,591755,1,False,@115888 why has all of my music no long synced and download on my phone?,"@591755 Hi Abbie, that's not fun! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. Keep us posted /TY",Fri Nov 03 19:55:56 +0000 2017,Fri Nov 03 20:31:15 +0000 2017
112,11764,709204,1,False,"@SpotifyCares Could you guys help me? Format my computer and then tried reinstalling Spotify. But I keep getting error code 50 https://t.co/OQjWhTjfK1

@SpotifyCares Already deactivated my antivirus AND firewall while I also tried downloading it on a different browser. Everything else works though..

@SpotifyCares Just trying to download the current version from the Spotify site. I have Windows 8.1.

@SpotifyCares Downloaded Spotify on the Softonic website, which was an older version. After using it today, it magically updated to the latest version. :)

@SpotifyCares So it's working now. Thanks for the responses NS. :)","@709204 Hey there! Can you let us know what Windows and Spotify versions you're running? We'll see what we can suggest /NS

@709204 Got it. Could you try installing the app in Safe Mode? Let us know how it goes /NS

@709204 No worries, glad to hear everything is working as it should! If you ever need us again, just shout 🙂 /MQ",Sun Oct 29 19:25:04 +0000 2017,Mon Oct 30 14:36:07 +0000 2017
113,25579,807659,1,False,When you want to create a playlist on @115888 and it isn’t working 🙄😫,"@807659 Hi there, thanks for bearing with us. Spotify should be working perfectly again! /JS",Tue Nov 28 21:02:36 +0000 2017,Wed Nov 29 00:12:43 +0000 2017
114,5963,472109,1,False,".@SpotifyCares: Web player does not work anymore. Unable to play anything and yes, I tried it on different web browsers and clear cache. :(

@SpotifyCares No error message at all. Just this. https://t.co/rhOFARxYak

@SpotifyCares Tried that already. :( Happens at other locations.

@SpotifyCares Yes.","@472109 Hey Monica! That doesn't sound good. Just to check, are you getting any error messages? We'll be waiting for your reply /RK

@472109 Got it. Could you try rebooting your PC and router? Let us know how it goes /RK

@472109 Hmm. Have you tried logging in to your account using a different desktop/laptop? If so, did the same thing happen? /RK

@472109 We'd like to share more info with you. Could you send us a DM? /RK https://t.co/ldFdZRiNAt",Tue Oct 17 00:05:00 +0000 2017,Tue Oct 17 01:39:58 +0000 2017
115,11131,436954,1,False,"@SpotifyCares I have been unable to login and not receiving email for password reset. PLEASE HELP. Other issues w playback, as well. TY",@436954 Hi! We've replied to your DM. We'll carry on helping you there 🙂 /BX,Fri Oct 27 19:32:53 +0000 2017,Fri Oct 27 20:14:07 +0000 2017
116,26695,138412,1,False,"@117153 @115888 My playlists won't start on any browser, even after clearing cookies. Having some issues today?",@138412 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt,Thu Nov 30 17:49:17 +0000 2017,Thu Nov 30 17:57:22 +0000 2017
117,10486,571208,1,False,"Dear @115888, I was interested in that book the first 10 ads I heard.
Now I'm can't stand it already. https://t.co/DlTQkTGNBE","@571208 Hey Claudio, thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't tried Premium yet /AY",Thu Oct 26 11:14:40 +0000 2017,Thu Oct 26 12:04:43 +0000 2017
118,14747,502630,1,False,@SpotifyCares I need help on my Spotify account. I DM’d you guys earlier,@502630 Hi Anthony! We've replied to your DM. Let's carry on chatting there 🙂 /RI,Mon Nov 06 00:33:35 +0000 2017,Mon Nov 06 01:26:54 +0000 2017
119,13919,474442,1,False,"@125633 just wanted to extend a huge thank you for your guys service 🤘🏻🙏🏻

@SpotifyCares LOL. props for the creativity, thanks guys !","@474442 Hey, thanks! That's great to hear. We're glad to have you with us. We appreciate https://t.co/YJdH7xU3LU you do 😁 /SP

@474442 We're always here for you! Have a great weekend 🙂 /SP",Fri Nov 03 18:55:38 +0000 2017,Fri Nov 03 19:49:46 +0000 2017
120,6626,500616,1,False,"@115888 dunno who this is, but this person is changing the songs i play and adding stuff to my playlist. I dont have other devices online. https://t.co/n165KsC7ZD","@500616 We understand how you feel about it. If you could DM us your account's email address or username, that'd be great /AY https://t.co/ldFdZRiNAt",Wed Oct 18 05:47:23 +0000 2017,Wed Oct 18 05:50:56 +0000 2017
121,2014,179080,1,False,"@SpotifyCares If I purchase a Premium subscription can I later change to a family subscription with out issue?

@SpotifyCares I assume the quality of audio is much better on paid subscription?","@179080 1: You should be able to upgrade anytime. More info about Premium for Family here: https://t.co/bzzki7lPS1.

@179080 2: Also, check out https://t.co/VgOMG9xsiH for details about the audio quality. Let us know if you need anything else /PB",Sun Oct 08 13:49:09 +0000 2017,Sun Oct 08 15:06:03 +0000 2017
122,26801,222238,1,False,@SpotifyCares Hi. I accidently subsribed via Student plan. Money was taken out of my card but i cancelled the verification proccess. Can you help ?,"@222238 Hey there, we've just sent you a DM 🙂 /VK",Thu Nov 30 21:30:46 +0000 2017,Thu Nov 30 22:06:39 +0000 2017
123,8109,330179,1,False,"@115888 my library is filled up and I'm tired of hearing ""Epic collection my friend"" so when are you going to give people more space?",@330179 Hey there! We hear you 🎧 You can vote for the official idea at https://t.co/8OOl8B2i69 to help make it happen /AG,Fri Oct 20 19:17:00 +0000 2017,Fri Oct 20 22:32:56 +0000 2017
124,27442,241231,1,False,"Hey @SpotifyCares my student account reverted to a regular premium account. I reauthorized as a student, now I can't access Hulu. Help.",@241231 Hey Lougi! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZR1cbT,Fri Dec 01 23:39:31 +0000 2017,Sat Dec 02 05:13:51 +0000 2017
125,10318,411959,1,False,"@115888: 4x Today, while listening to @328645 Flicker, I’ve been interrupted by Spanish trad songs. What’s up with your algorithm?",@411959 Hey there! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt,Wed Oct 25 23:47:49 +0000 2017,Wed Oct 25 23:55:00 +0000 2017
126,15850,451866,1,False,"@115888 please put the lyrics back in the desktop app i need it

@SpotifyCares ITS BEEN OVER A YEAR AGO COME ON

@SpotifyCares thanks bae","@451866 Hi, we hear you! Any updates will be posted at https://t.co/osebD49Qxe. We'd recommend voting to support the idea, too /RB

@451866 We understand how you feel. Don't worry, we'll let the right team know it's something you'd like to see /RB

@451866 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB",Wed Nov 08 01:09:35 +0000 2017,Wed Nov 08 02:36:34 +0000 2017
127,5115,377160,1,False,"Hey @SpotifyCares, is there any way to change a premium account to a family plan?",@377160 Hey! Can you DM us your account's username and email address? We'll see what we can suggest /JL https://t.co/ldFdZRiNAt,Sun Oct 15 01:40:00 +0000 2017,Sun Oct 15 03:39:50 +0000 2017
128,11098,520153,1,False,@116130 Any chance of an apple tv app anytime soon?,"@520153 Hey Jonathan! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /GU",Fri Oct 27 18:26:35 +0000 2017,Fri Oct 27 19:20:22 +0000 2017
129,3412,143150,1,False,I really wish the @115888 app for Xbox One had visualizations instead of just displaying the albums.,"@143150 Hey, that'd be cool! We'll let the right team know it's something you'd like. Be sure to support the idea at https://t.co/mUP55foYB3 /MC",Wed Oct 11 18:22:05 +0000 2017,Wed Oct 11 20:10:09 +0000 2017
130,17888,280370,1,False,Why isn’t #reputation on @115888 or @116380 yet? Like Come on! It released 2 days ago and it still isn’t there 😭😭,"@280370 Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /JU",Sun Nov 12 00:13:30 +0000 2017,Sun Nov 12 01:01:49 +0000 2017
131,11221,440991,1,False,"@115888 wtf is going on with your app? I can’t play most songs

@SpotifyCares When I click certain songs nothing happens. Same thing happened to my friend

@SpotifyCares iPhone 8, and I’m running the most up to date iOS and Spotify

@SpotifyCares Tried both. Neither worked","@440991 Hi! We're here to help. Just to check, are you getting a specific error message? If so, can you send us a screenshot? We'll take a look /DD

@440991 Hmm. Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /DD

@440991 Thanks. Does logging out and back in to your account help? If not, can you check if restarting your phone does the trick? /DD

@440991 Thanks for trying! Can you DM us your account's email address or username? We'll have a look under the hood /DD https://t.co/ldFdZRiNAt",Sat Oct 28 00:04:19 +0000 2017,Sat Oct 28 04:45:12 +0000 2017
132,5584,424078,1,False,"It was there on time! And I love you for it, @115888 thx for serving us kpop fans out here in the European wilderness ^^ 💕🙏🏻 https://t.co/Jnaq3KYscw

@115888 #TAEMIN_Move album dropped and you helped me catch it^^ I’m a happy camper!","@424078 No worries! If you need us again, you know where to find us. https://t.co/uQiQuWow27 🙂 /NY",Mon Oct 16 09:33:10 +0000 2017,Mon Oct 16 09:37:35 +0000 2017
133,26160,815348,1,False,"Just ended my 4 year old sub. and switched to Apple Music after you fucked with the sound levels we can't even hear music anymore in public. Good luck. @SpotifyCares

@SpotifyCares Yes, I have tried everything. Using an American iPad helps but I cannot carry an iPad just to listen some music. European devices already have lower dynamics, but recently Spotify took it to a whole new level. BTW I'm using 32 Ohm headphones.","@815348 Hey there, we're sorry to hear that. Have you tried adjusting the audio settings: https://t.co/wdzQFcg4zJ? Let us know how it goes /AL

@815348 We understand your frustration. Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team. If you need anything else, we're here /AL",Wed Nov 29 17:29:38 +0000 2017,Wed Nov 29 19:25:41 +0000 2017
